idx,Talker,TalkerID,Vowel,VowelNum,Fricative,FricativeNum,Rep,HasPerceptualData,F0,F1,F2,F3,F4,F5,maxpf,rms_f,rms_v,dur_f,dur_v,lowF,F3ampF,F3ampV,F5ampF,F5ampV,M1,M2,M3,M4,M1trans,M2trans,M3trans,M4trans
380,M1,3,a,4,sh,7,2,1,110.8108999,462.030096,1702.267684,2673.181474,3470.090411,4218.867925,3455,67.63,75.94,235,174,38.317,-4.023,1.004,-19.6,-22.214,5155.62,2151.577874,0.465,-1.15,1546.8,2389283.6,2.01,5.73
381,M1,3,a,4,sh,7,3,0,112.1725281,452.719755,1613.802727,2778.455769,3475.536668,4113.207547,3364,68.36,74.54,203,185,35.694,0.932,-5.21,-6.699,-9.104,4324.13,1626.586702,1.19,0.955,2415.53,5111656.4,1,0.22
382,M1,3,a,4,zh,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,
383,M1,3,a,4,zh,8,2,1,151.8238977,382.689936,1906.725833,2773.393042,3550.758893,4354.716981,3444,61.92,74.23,125,182,35.883,4.26,1.97,-15.21,-24.931,4694.725,1978.65942,0.775,-0.31,4574.43,24036339.3,0.79,-0.35
384,M1,3,a,4,zh,8,3,0,115.6851649,372.951893,2025.950248,2679.245283,3313.207547,4294.339623,3054,65.24,73.24,169,178,44.986,-5.126,-2.215,2.232,-8.536,4886.34,1942.268918,0.8,-0.74,4528.63,4400055.9,0.84,-0.32
385,M1,3,o,5,f,1,1,0,109.5305481,457.918977,975.718125,2637.967828,3288.201161,3783.365571,8014,51.86,75.55,200,150,30.328,-30.912,-9.058,-39.076,-12.77,7251.27,2060.876658,-0.84,2.26,619.3,638151.87,7.68,69.52
386,M1,3,o,5,f,1,2,0,110.1368323,447.508684,918.225349,2657.571612,3457.040249,4022.641509,8681,54.34,74.74,208,152,33.295,-36.333,-12.496,-37.412,-15.37,6232.455,2126.13739,-0.565,1.795,594.76,515822.33,7.97,77.67
387,M1,3,o,5,f,1,3,0,112.2781766,446.048902,988.783595,2520.369601,3177.358491,4083.018868,9137,52.56,76.6,161,148,29.603,-24.034,-9.462,-22.858,-14.202,7386.03,2142.250604,-1.255,1.67,584.6,543818.52,8.49,84.98
388,M1,3,o,5,v,2,1,0,111.2829621,393.231627,1031.167268,2676.975999,3605.671446,4098.113208,8737,61.4,75.85,119,173,41.098,-20.659,-9.692,-30.315,-24.732,7699.24,2307.13515,-2.61,9.64,3756.06,14445769,0.35,-1.71
389,M1,3,o,5,v,2,2,0,113.6402433,408.636387,1088.728347,2597.718601,3252.830189,3766.037736,8752,60.64,75.97,110,165,39.966,-27,-18.291,-28.295,-26.57,7626.66,2317.297165,-2.03,4.79,2757.67,12110823,0.96,-0.83
390,M1,3,o,5,v,2,3,0,111.0222721,392.605254,1013.841191,2483.018868,3267.924528,3932.075472,8069,61.73,75.44,148,159,42.373,-25.711,-17.204,-28.865,-30.283,6584.715,2731.851725,-1.65,7.685,999.53,3831675.8,3.33,9.83
391,M1,3,o,5,th,3,1,0,110.8950529,450.959168,1456.842989,2651.58786,3821.910252,4430.188679,8883,52.75,80.16,217,143,32.527,-22.062,-4.269,-30,-14.396,7569.91,1744.772005,-1.085,1.66,1352.16,4530588.4,2.74,6.54
392,M1,3,o,5,th,3,2,0,109.8346076,468.097704,1508.11779,2741.455353,3822.982922,4550.943396,9115,54.08,77.81,260,135,34.118,-13.221,-3.164,-28.074,-13.142,7097.995,1901.177556,-0.65,-0.18,1880.05,6446538.5,1.76,1.74
393,M1,3,o,5,th,3,3,0,113.3364214,447.641698,1536.620089,2632.273557,3772.467712,4837.735849,9235,52.17,75.93,200,129,29.42,-14.804,-3.222,-18.816,-20.852,7459.43,1911.118808,-0.575,0.055,2017.96,7174270.7,1.56,0.95
394,M1,3,o,5,dh,4,1,0,108.3352111,430.162938,1528.574746,2551.389,3621.254186,4415.09434,6304,67.14,77.26,91,173,45.532,-10.327,-0.1,-24.129,-23.436,6825.17,2489.154626,-1.25,1.35,5528.26,10964215,-0.53,-1.31
395,M1,3,o,5,dh,4,2,0,113.92329,394.584283,1570.920359,2628.911422,3524.528302,4294.339623,9461,61.04,76.96,260,152,44.084,-15.015,-7.232,-24.113,-19.966,7002.555,2136.093022,-0.96,0.335,4810.71,11524718,-0.22,-1.59
396,M1,3,o,5,dh,4,3,0,120.9805161,403.081506,1571.439649,2591.487759,3494.339623,4339.622642,9277,60.6,75.45,226,175,42.971,-10.292,-2.046,-28.715,-20.792,6442.37,2828.984464,-0.75,-0.59,7000.85,5778214.5,-1.51,1.56
397,M1,3,o,5,s,5,1,0,106.5506584,440.7322,1534.356461,2514.426902,3730.515996,4354.716981,5213,65.74,77.53,178,150,35.847,-23.179,-6.72,-21.266,-21.867,6712.02,1578.83628,0.355,-0.745,1091.64,1882285.3,3.7,16.49
398,M1,3,o,5,s,5,2,0,107.3911926,416.043389,1515.988361,2617.279519,3449.056604,4249.056604,9131,66.24,76.03,196,144,34.985,-26.039,-6.183,-27.791,-17.613,7082.02,1599.951859,0.1,-0.815,1403.93,3570285.3,2.53,6.69
399,M1,3,o,5,s,5,3,0,150.2244836,425.637457,1543.781709,2630.258881,3433.962264,4249.056604,8015,66.32,75.72,185,151,33.615,-22.095,-1.867,-18.744,-17.097,7266.645,1573.99676,-0.135,-0.795,1556.96,4376142.6,2.35,4.9
400,M1,3,o,5,z,6,1,0,110.3534951,356.565376,1697.946325,2718.520033,3539.622642,4173.584906,5059,66.34,76.98,183,179,46.694,-13.207,-0.789,-10.324,-14.646,6589.79,1723.210042,0.01,0.635,5869.55,3225676.3,-0.06,1.28
401,M1,3,o,5,z,6,2,0,108.185447,364.708301,1666.675977,2721.262165,3569.811321,4218.867925,4749,66.15,77.62,158,186,44.406,-12.832,-0.128,-8.867,-8.172,6744.815,1696.004982,0.235,0.35,6147.32,4840714.4,-0.22,-0.13
402,M1,3,o,5,z,6,3,0,105.6065938,332.600646,1704.567152,2588.679245,3464.150943,5356.716225,9354,66.67,77.72,132,159,42.768,-21.78,-7.536,-1.505,-23.589,7396.785,1514.76683,-0.37,0.13,6979.67,5221541.5,-0.73,0.46
403,M1,3,o,5,sh,7,1,0,115.7321638,432.499528,1607.522007,2520.098991,3455.390194,4369.811321,3220,68.07,77.87,205,151,32.973,-10.836,-0.12,-22.193,-22.925,4968.605,2055.129071,0.575,-0.89,1143.15,2628028.2,2.91,9.37
404,M1,3,o,5,sh,7,2,0,115.2421987,399.520922,1709.135637,2606.914298,3298.113208,4294.339623,3324,68.84,77.6,205,148,36.335,-12.741,-1.121,-19.829,-25.023,4421.155,1987.180641,1.01,-0.075,1940.69,5010627,1.45,1.18
405,M1,3,o,5,sh,7,3,0,182.2047474,394.052443,1716.280073,2452.830189,3162.264151,4324.528302,2770,68.91,75.72,196,144,35.647,-15.403,-2.764,-23.386,-20.739,4895.935,2154.08086,0.41,-1.18,1633.22,5416301.1,2.12,3.48
406,M1,3,o,5,zh,8,1,0,111.6168262,360.147423,1874.526787,2422.641509,3071.698113,4007.54717,2730,68.04,76.97,140,159,46.868,-0.308,3.808,-16.533,-18.539,4120.11,2276.091716,0.86,-0.395,4558.89,5583232.6,0.4,-1.06
407,M1,3,o,5,zh,8,2,0,110.9401715,439.541554,1348.479828,2469.681786,3396.517838,4143.396226,3191,68.15,78.07,146,147,47.343,-1.172,-2.594,-17.814,-23.008,3948.965,1951.268075,1.075,0.49,3752.49,4031332.2,1.01,0.56
408,M1,3,o,5,zh,8,3,0,113.0916068,332.197014,2015.09434,2558.490566,3313.207547,4113.207547,3065,67.9,77.33,159,159,47.356,1.086,2.643,-9.266,-13.484,4152.125,2251.384929,0.77,-0.485,5237.29,5480303.1,-0.1,-1.14
409,M1,3,u,6,f,1,1,0,113.1942325,313.743048,969.830943,2587.498113,3433.962264,4158.490566,7894,54.04,73.6,228,137,33.42,-34.318,-25.648,-48.604,-39.038,6167.565,2052.724896,-0.605,5.83,2574.53,11782129,0.95,-0.94
410,M1,3,u,6,f,1,2,1,115.6072592,340.539679,1074.117618,2596.551339,3343.396226,4218.867925,8005,50.37,74.57,209,138,26.881,-40.068,-25.16,-41.567,-30.277,7160.875,2217.737338,-1.375,3.95,982.87,4138501.7,3.12,8.24
411,M1,3,u,6,f,1,3,0,113.844954,339.636367,1042.686674,2467.924528,3433.962264,4067.924528,8449,54.02,75.54,207,132,33.965,-30.45,-26.71,-41.235,-32.514,6911.77,2184.185853,-1.05,3.595,675.36,2389228.7,4.66,20.61
412,M1,3,u,6,v,2,1,0,112.3335842,319.327921,1128.651636,2362.264151,3388.679245,4098.113208,8838,59.53,77.1,151,151,39.97,-20.311,-16.894,-33.24,-37.232,7664.99,2022.729913,-2.455,9.64,3326.65,12984509,0.53,-1.48
413,M1,3,u,6,v,2,2,1,114.4655962,315.187279,1307.315256,2332.075472,3373.584906,3947.169811,9193,58.98,76.21,123,151,38.461,-23.918,-18.58,-23.216,-34.669,8149.415,1731.810714,-3.05,11.57,6462.94,9753222.4,-1.11,-0.23
414,M1,3,u,6,v,2,3,0,122.0597358,308.880893,1217.796217,2362.264151,3237.735849,3916.981132,8677,59.51,76.81,130,146,39.367,-19.308,-21.29,-24.98,-24.101,7961.755,1879.963989,-2.805,12.325,6537.62,10890020,-1.07,-0.44
415,M1,3,u,6,th,3,1,0,134.9072294,326.734764,1905.082236,2467.924528,3615.09434,4324.528302,9342,51.89,78.13,250,115,31.498,-20.213,-3.315,-27.447,-16.569,7291.3,1835.267256,-0.725,0.62,2523.7,10607924,1.03,-0.58
416,M1,3,u,6,th,3,2,1,115.0481667,352.303496,1777.274388,2479.53602,3660.377358,4520.754717,6699,51.82,77.46,448,89,33.385,-21.71,-1.609,-31.799,-24.395,7205.105,1754.675597,-0.805,1.075,1334.81,5330808.8,2.45,4.94
417,M1,3,u,6,th,3,3,0,118.1225209,321.666581,1890.724036,2516.59142,3554.716981,4324.528302,6233,54.34,78.17,218,105,34.861,-22.683,1.498,-24.319,-26.966,7121.5,1847.40564,-0.865,0.855,2219.75,8354556.1,1.3,0.22
418,M1,3,u,6,dh,4,1,0,112.8809992,319.834803,1809.5801,2632.108528,3464.150943,4520.754717,8220,54.55,78.9,166,134,33.422,-22.886,-1.661,-31.409,-24.614,7155.665,2165.430419,-1.225,2.92,3627.66,11079962,0.34,-1.51
419,M1,3,u,6,dh,4,2,1,113.9724043,331.025522,1745.615203,2347.169811,3358.490566,4173.584906,9478,61.13,78.34,248,145,43.972,-13.11,-3.99,-26.026,-23.36,7566.085,2153.449338,-1.4,2.08,6659.15,4548264.6,-1.53,2.27
420,M1,3,u,6,dh,4,3,0,125.6984424,313.80223,1761.813242,2332.075472,3358.490566,4445.283019,8802,58.36,76.35,346,145,42.166,-17.208,-9.687,-24.194,-21.528,7882.26,1583.184506,-1.92,7.485,5009.39,8753499.1,-0.49,-1.25
421,M1,3,u,6,s,5,1,0,109.9656719,274.402769,1942.681995,2498.113208,3509.433962,4022.641509,4631,66.68,77.12,208,109,40.55,-26.456,-8.696,-14.923,-21.354,6501.115,1538.914731,0.34,-0.195,2304.59,8308327.9,1.16,-0.11
422,M1,3,u,6,s,5,2,1,110.106949,289.334677,1901.516252,2573.423952,3479.245283,4158.490566,8164,66.38,76.6,200,108,36.251,-21.068,-2.867,-15.139,-15.869,7288.005,1572.418456,-0.035,-0.615,1650.69,6418527.5,1.76,1.79
423,M1,3,u,6,s,5,3,0,110.5765098,299.926565,1931.989675,2628.523342,3388.679245,4052.830189,8058,66.43,76.55,211,116,37.582,-10.118,-9.99,-20.018,-18.477,6890.79,1668.73933,-0.075,-0.605,2378.24,6703636.2,1.11,-0.01
424,M1,3,u,6,z,6,1,0,121.6288833,272.772845,1879.245283,2543.396226,3388.679245,4792.45283,7870,67.43,77.05,179,146,45.548,-20.507,-8.368,-4.663,-10.873,6944.05,1614.415498,0.05,0.03,7239.63,2862619.9,-1.34,2.68
425,M1,3,u,6,z,6,2,1,129.9194499,269.540638,1879.245283,2649.056604,3343.396226,3947.169811,4708,67.43,76.48,173,159,45.761,-19.032,-11.566,-11.76,-8.978,6693.84,1677.127306,0.225,0,7104.67,3029624.5,-0.82,0.27
426,M1,3,u,6,z,6,3,0,106.9405408,283.321688,1818.867925,2558.490566,3298.113208,3992.45283,7079,67.58,76.86,235,133,48.388,-21.022,-6.871,-1.548,-10.112,6589.91,1728.709331,-0.305,0.715,7286.03,2904195.9,-1.32,2.04
427,M1,3,u,6,sh,7,1,0,248.782032,292.154596,2118.768471,2682.404209,3358.490566,4233.962264,3200,70.15,77.93,239,109,35.395,-4.076,2.118,-12.123,-19.431,4160.34,1748.212516,1.31,0.655,3212.32,4472328.9,1.03,0.46
428,M1,3,u,6,sh,7,2,1,281.1989434,296.862396,2056.925912,2528.301887,3207.54717,4249.056604,3193,69.89,77.44,258,107,36.968,-7,4.445,-16.524,-21.079,5125.935,2164.063319,0.37,-1.24,2887.85,3835202.8,1.19,1.33
429,M1,3,u,6,sh,7,3,0,184.0693278,295.98222,2004.070551,2573.584906,3192.45283,3886.792453,3120,68.39,76.74,241,117,36.184,-11.81,2.953,-10.846,-6.698,4748.1,2116.685062,0.65,-1.005,1711.89,3246734.8,1.64,3.01
430,M1,3,u,6,zh,8,1,0,130.8219435,286.493779,1879.245283,2437.735849,3086.792453,4067.924528,3246,65.93,76.05,165,116,44.44,-1.809,2.728,-12.911,-22.72,4834.63,2261.251943,0.23,-1.17,5019.06,5208555.9,0.07,-1.23
431,M1,3,u,6,zh,8,2,1,177.1451584,281.076731,2000,2513.207547,3071.698113,3856.603774,2774,68.12,78.43,202,138,46.695,2.054,3.56,-11.347,-18.274,4368.615,2153.428255,0.63,-0.555,4037.61,4440702.9,0.82,-0.49
432,M1,3,u,6,zh,8,3,0,115.9470716,293.435853,1924.528302,2437.735849,3162.264151,3977.358491,3264,67.27,75.37,174,114,46.771,1.338,2.395,-2.995,-14.01,4554.53,2151.111561,0.705,-0.645,4222.84,4172748.6,0.52,-0.76
433,M9,4,i,1,f,1,1,0,122.4055984,310.464739,2185.146215,2846.087233,3479.245283,4128.301887,7822,52.58,75.26,258,112,29.104,-17.581,3.894,-19.684,-0.891,5175.585,2346.564744,0.135,-0.45,2617.42,2602088.4,0.86,3.06
434,M9,4,i,1,f,1,2,0,128.0967612,292.588426,2122.341118,2724.528302,3494.339623,4128.301887,6811,51.62,76,195,110,25.8,-22.985,-0.63,-31.569,-12.584,6528.195,2243.90744,-0.745,-0.185,1932.1,2607730.2,0.61,0.81
435,M9,4,i,1,f,1,3,0,128.7220542,310.267141,2074.908356,2814.555163,3694.77216,4061.895551,6283,49.78,75.12,202,110,25.069,-27.351,0.282,-27.076,-1.676,6824.095,1970.020139,-0.84,0.59,1833.17,2322165.5,0.73,1.39
436,M9,4,i,1,v,2,1,0,115.7981652,315.745815,2038.235371,2661.06749,3464.150943,4550.943396,7287,65.56,74.11,106,119,44.978,-20.371,-3.946,-31.515,-17.498,3063.16,3125.369866,0.845,0.34,2961.69,10673793,0.81,-0.9
437,M9,4,i,1,v,2,2,0,118.0245017,290.556293,1939.445069,2528.301887,3524.528302,4369.811321,1602,66.9,74.33,137,126,47.433,-22.062,-2.182,-30.835,-20.394,2451.965,3230.936729,1.035,-0.54,2452.5,7963773,1.15,0.02
438,M9,4,i,1,v,2,3,0,112.8366053,351.856319,1951.19865,2483.018868,3509.433962,4188.679245,8250,66.1,73.7,115,127,45.832,-14.017,3.382,-28.211,-9.805,4341.6,3208.770146,0.095,-0.89,2477.94,3336399.3,1.62,3.41
439,M9,4,i,1,th,3,1,0,123.6758113,292.12068,2075.820534,2762.231158,3856.846093,4535.849057,5986,49.86,74.34,205,111,24.202,-20.22,-1.833,-30.046,-16.627,6813.98,1520.948865,-0.69,2.645,1633.45,3691480.5,1.82,4.05
440,M9,4,i,1,th,3,2,0,123.4720557,294.969697,2090.99941,2901.909088,3873.772293,4968.371718,9138,48.49,73.37,184,118,24.698,-32.861,-2.268,-34.952,-17.894,7079.92,1969.870338,-1.245,1.925,2315.24,4322570.4,0.96,1.19
441,M9,4,i,1,th,3,3,0,121.6129118,326.134739,2194.958061,2806.617997,3987.878974,5187.133798,6883,48.48,74.08,226,117,23.675,-28.153,3.204,-9.062,-17.004,6792.625,2134.742619,-0.915,0.775,4023.61,3112006.3,0.21,1.91
442,M9,4,i,1,dh,4,1,0,109.9432136,298.763546,2145.129566,2718.946356,4046.718438,4807.54717,4838,65.7,72.4,51,123,41.92,-23.354,-1.149,-41.503,-14.829,1792.15,2927.871488,1.505,0.815,1539.73,3702321.2,1.69,3.08
443,M9,4,i,1,dh,4,2,0,107.7673687,328.743693,2008.99346,2643.315923,3705.660377,4233.962264,4776,66.1,74.21,38,109,40.886,-25.463,-0.783,-33.468,-13.999,1520.095,2426.612196,1.76,1.925,1809.34,3028980.4,1.31,2.08
444,M9,4,i,1,dh,4,3,0,110.8945735,303.429238,2096.094375,2835.648156,3735.849057,4415.09434,6972,59.73,72.36,46,154,35.087,-38.401,-1.243,-34.844,-4.383,3398.6,3621.699946,0.42,-1.47,1826.99,4863560.5,1.39,1.35
445,M9,4,i,1,s,5,1,0,127.6158977,265.988586,2291.097099,2968.972983,3735.849057,4249.056604,4891,60.25,75.15,218,119,30.04,-22.721,2.453,-19.378,-3.905,6326.15,1370.014288,0.385,-0.295,3497.86,5923176.4,0.56,-0.24
446,M9,4,i,1,s,5,2,0,126.6593048,309.412427,2061.751711,2633.962264,3675.471698,4218.867925,6558,58.04,73.94,195,134,27.706,-21.649,-0.665,-22.109,-7.933,6202.945,1407.920257,0.195,0.375,3178.88,5681975.4,0.54,-0.43
447,M9,4,i,1,s,5,3,0,123.3560071,298.400543,2127.859197,2861.579934,3766.037736,4369.811321,4994,59.66,73.8,214,126,31.448,-18.724,-0.747,-16.344,-15.73,6300.36,1414.057124,0.085,0.01,3811.21,7092071.1,0.2,-0.95
448,M9,4,i,1,z,6,1,0,115.9206567,302.360061,2143.666815,2824.812386,3796.226415,4566.037736,6304,68.46,73.4,155,111,49.373,-22.748,-4.56,-19.417,-20.025,6319.415,1616.608239,-1.295,4.535,4965.97,10325326,-0.46,-1.29
449,M9,4,i,1,z,6,2,0,113.0160116,317.375408,1998.154703,2573.584906,3781.132075,4777.358491,6079,67.85,72.29,132,128,48.163,-24.992,-12.349,-24.649,-19.092,5163.85,2365.235887,-0.83,2.025,6357.52,4022740.3,-1.94,3.9
450,M9,4,i,1,z,6,3,0,110.7800304,301.884674,1954.716981,2467.924528,3554.716981,4505.660377,6375,66.24,71.38,164,150,47.383,-22.045,-10.395,-17.491,-17.797,6515.975,1884.214677,-1.66,5.605,6645.18,2743888.7,-1.76,5.06
451,M9,4,i,1,sh,7,1,0,125.4322224,246.37089,2352.935653,2963.559045,3802.962033,5274.479737,2605,63.48,73.4,192,97,35.216,-5.909,-5.828,-26.437,-35.962,4087.675,1925.96189,1.155,0.21,2346.49,3800192.3,0.87,1.09
452,M9,4,i,1,sh,7,2,0,129.9044072,287.081612,2270.606953,2890.566038,3479.245283,4173.584906,2632,62.4,74.76,205,135,32.785,-3.456,-3.307,-22.017,-8.276,4170.725,1868.290368,1.04,-0.045,3233.03,3171833.4,0.69,0.85
453,M9,4,i,1,sh,7,3,0,128.6417511,287.328519,2182.912083,3044.221397,3738.464944,4668.574949,2659,61.16,76.92,209,136,28.652,-6.905,-6.121,-14.014,-0.466,4471.76,2028.871669,0.74,-0.745,3025.9,4054533.2,0.55,0.44
454,M9,4,i,1,zh,8,1,0,114.7773972,282.026125,2075.471698,2558.490566,3252.830189,4083.018868,3053,68.37,73.92,149,135,48.271,3.253,-0.443,-15.094,-13.539,3398.335,1413.537902,1.73,3.7,3092.22,1746136.9,1.6,4.78
455,M9,4,i,1,zh,8,2,0,110.1424146,320.563365,2127.659574,2684.719536,3350.096712,4015.473888,3268,68.17,73.66,145,130,48.77,-2.324,0.776,-14.295,-7.703,3055.83,1938.177069,0.775,1.08,3677.35,3621415.1,0.88,0.65
456,M9,4,i,1,zh,8,3,0,110.5820712,301.073463,2015.09434,2724.528302,3222.641509,3992.45283,3222,69.5,73.41,153,120,49.899,1.183,0.547,-10.121,-11.648,3444.405,1738.159702,0.975,1.28,3528,3113471.9,0.98,0.95
457,M9,4,ei,2,f,1,1,0,125.8324642,502.19065,1635.582382,2464.860984,3760.125945,4759.434279,8524,52.31,77.36,267,140,26.781,-28.067,2.155,-27.379,-15.652,6275.83,2352.78808,-0.59,-0.71,1426.54,1126142.2,2.51,12.72
458,M9,4,ei,2,f,1,2,0,133.3935697,497.095133,1707.293872,2502.065927,3713.187487,4660.45395,7888,51.42,75.54,255,146,24.816,-24.235,2.902,-32.255,-12.01,6636.09,2119.210584,-0.93,0.54,1754.51,1755147.7,1.89,6.98
459,M9,4,ei,2,f,1,3,0,125.1724574,486.072382,1734.291074,2619.837096,3685.772599,4730.151681,6996,50.77,75.74,196,132,25.085,-23.264,1.63,-30.487,-11.615,6903.175,1955.699683,-1.075,1.28,1928.96,1988163.5,1.68,4.91
460,M9,4,ei,2,v,2,1,0,117.088148,416.887935,1746.279238,2650.484541,3727.500112,4383.275261,8227,68.08,77.19,87,155,46.562,-13.911,2.829,-24.278,-3.037,5721.73,3264.851773,-0.485,-1.075,4062.89,10645013,0.27,-1.47
461,M9,4,ei,2,v,2,2,0,114.5556552,421.22873,1708.711509,2582.108259,3693.650277,4941.616621,1674,65.48,74.98,68,144,42.875,-24.314,-3.246,-33.685,-16.717,4528.875,3210.811735,-0.145,-1.355,1861.13,2274506.4,2.05,6.29
462,M9,4,ei,2,v,2,3,0,116.3489625,389.24661,1724.118743,2631.410038,3815.484078,4522.648084,7674,65.05,75.88,58,158,41.789,-15.866,1.895,-30.984,-22.139,5179.32,3455.30961,-0.415,-1.35,2546.67,6243224.2,1.18,0.31
463,M9,4,ei,2,th,3,1,0,123.0023524,531.640166,1702.440561,2616.149363,3906.681387,4953.297021,6167,50.74,77.37,182,127,21.714,-20.937,9.845,-23.497,-13.641,6660.585,1869.583817,-0.505,0.46,2045.78,2463897.1,2.06,6.29
464,M9,4,ei,2,th,3,2,0,121.856002,513.179669,1739.675139,2579.469338,3943.023196,5219.207374,6148,49.15,74.58,195,135,25.016,-21.932,4.387,-26.478,-17.72,6810.8,1949.766319,-0.82,0.575,1767.22,2237617.3,1.98,6.3
465,M9,4,ei,2,th,3,3,0,116.4712191,510.317916,1739.785246,2564.617916,3961.714854,5093.456005,7494,47.94,73.82,203,147,22.512,-29.491,2.667,-30.929,-17.375,6923.865,2367.254391,-1.035,0.855,2013.58,1500436.7,1.13,3.49
466,M9,4,ei,2,dh,4,1,0,111.8562716,437.538714,1745.98863,2717.619946,4087.481628,5094.315675,4916,66.68,76.1,96,140,45.65,-19.797,5.002,-21.771,-10.496,3421.39,3367.231727,0.4,-1.34,3762.34,8754278.2,0.42,-1.26
467,M9,4,ei,2,dh,4,2,0,111.9450742,421.989903,1781.974443,2633.919847,3869.285328,5052.257778,6751,58.31,76.41,62,168,34.787,-25.262,5.606,-28.066,-11.572,5983.105,2323.245478,-0.915,0.675,2186.96,3574147.1,1.32,1.77
468,M9,4,ei,2,dh,4,3,0,109.2202406,323.2516,1688.631648,2671.274063,3931.836729,5065.836756,1556,66.54,75.29,46,149,42.291,-22.371,-10.501,-30.653,-16.56,1976.6,2800.564979,1.385,0.535,2136.31,4255150.3,1.42,1.71
469,M9,4,ei,2,s,5,1,0,138.1046416,443.054351,1750.401858,2569.952429,3421.602787,4090.592334,6782,58.63,79.26,215,126,29.846,-14.349,12.036,-17.04,1.404,6304.055,1370.628961,0.145,1.115,2805.45,5178260.9,0.99,-0.08
470,M9,4,ei,2,s,5,2,0,122.5409706,438.858757,1796.570782,2679.47667,4052.400981,5073.130716,6148,61.9,76.12,269,152,24.49,-19.948,5.436,-17.899,-14.289,6441.72,1315.508457,-0.035,0.77,3526.21,5362494.1,0.55,-0.54
471,M9,4,ei,2,s,5,3,0,117.3916981,480.782922,1741.171497,2650.61991,4016.775286,5034.35011,6335,59.78,75.94,234,155,29.267,-17.588,6.432,-12.753,-19.182,6288.805,1362.800426,0.19,-0.11,2721.22,4064915.4,1.21,1.31
472,M9,4,ei,2,z,6,1,0,118.0561351,366.813954,1731.348017,2571.428571,3853.658537,4397.212544,6371,69.05,77.54,147,145,49.657,-25.745,-4.845,-17.001,-15.996,6861.455,1609.67242,-1.835,6.505,6487.24,5003250.7,-1.41,1.65
473,M9,4,ei,2,z,6,2,0,114.0204415,373.746015,1720.876439,2576.510562,3686.41115,4243.902439,6621,67.19,75.44,141,146,47.628,-19.725,0.36,-21.733,-12.806,6235.43,1791.480784,-1.33,5.22,4162.96,9294759.3,0.06,-1.51
474,M9,4,ei,2,z,6,3,0,111.8394987,380.352742,1764.924688,2704.633816,3686.41115,4243.902439,6135,66.46,75.56,163,147,47.548,-25.409,-5.369,-29.408,-9.209,6076.295,2103.040691,-1.415,2.235,6120.4,5735996.6,-1.19,0.75
475,M9,4,ei,2,sh,7,1,0,128.4445953,378.710119,2050.589941,2529.616725,3379.790941,4216.027875,2542,63.6,76.79,225,145,35.698,-1.488,6.736,-16.136,-3.89,4175.875,1827.161391,0.995,0.42,2352.43,2107367.8,0.71,2.52
476,M9,4,ei,2,sh,7,2,0,125.883469,392.496538,2088.7174,2823.629985,3718.818513,4468.356974,2584,61.9,76.22,189,174,32.302,-3.754,7.933,-20.843,-2.687,4583.415,2028.651017,0.77,-0.585,2805.09,1647491.2,0.76,4.63
477,M9,4,ei,2,sh,7,3,0,120.3637283,385.946421,2006.337719,2768.264649,3421.602787,4229.965157,2591,60.68,75.3,221,145,33.852,-11.197,7.485,-26.707,-1.779,4390.26,2054.990073,0.915,-0.45,2330.7,2191001.4,1.04,4.2
478,M9,4,ei,2,zh,8,1,0,114.7803932,343.211134,2069.686411,2459.930314,3240.418118,4090.592334,2848,70.54,77.18,142,151,50.834,3.722,2.911,-10.894,-12.114,3454.66,1766.756095,0.92,1.49,3760.69,4459046,0.68,0.06
479,M9,4,ei,2,zh,8,2,0,113.1742607,361.777036,1972.125436,2501.74216,3435.54007,4034.843206,3344,67.12,75.77,150,137,47.479,0.465,4.914,-14.871,-1.376,3826,1817.976788,0.94,0.945,3699.83,3861889.9,1.09,0.84
480,M9,4,ei,2,zh,8,3,0,112.8901711,379.586506,2066.544625,2501.74216,3337.979094,4062.71777,3225,65.83,75.43,135,141,45.307,-1.145,6.867,-11.882,-4.487,4008.42,2225.582205,0.865,0.28,3456.41,4123019.8,1.11,0.93
481,M9,4,eh,3,f,1,1,0,121.4225678,564.880532,1566.345606,2487.100568,3682.879645,4907.691652,9238,52.56,75.97,195,161,26.899,-21.821,-0.735,-27.221,-14.01,6540.445,2268.252091,-0.845,0.35,1545.57,1913565.6,2.89,11.26
482,M9,4,eh,3,f,1,2,0,118.376955,610.006388,1542.451021,2477.335624,3692.606484,4731.670345,7768,52.35,74.57,226,126,29.053,-12.147,14.191,-31.616,-15.1,6511.315,2241.10234,-0.74,-0.21,1354.99,798299.44,2.35,11.32
483,M9,4,eh,3,f,1,3,0,122.0958034,604.610525,1537.61995,2331.629639,3643.731107,4781.537102,7749,50.5,75.37,191,141,23.508,-28.581,0.872,-38.056,-26.341,7133.205,2305.822153,-0.98,0.235,1367.04,818232.46,2.47,12.82
484,M9,4,eh,3,v,2,1,0,113.2405768,465.330467,1616.797215,2601.326497,3726.982574,4452.961672,8138,64.21,75.2,101,179,43.323,-28.484,-4.113,-22.179,-7.199,6449.18,2809.832442,-1.12,0.505,3789.07,11117773,0.5,-1.31
