idx,Talker,TalkerID,Vowel,VowelNum,Fricative,FricativeNum,Rep,HasPerceptualData,F0,F1,F2,F3,F4,F5,maxpf,rms_f,rms_v,dur_f,dur_v,lowF,F3ampF,F3ampV,F5ampF,F5ampV,M1,M2,M3,M4,M1trans,M2trans,M3trans,M4trans
1608,F2,12,i,1,zh,8,3,0,187.288118,339.343063,2350.247454,3077.23212,4063.804893,5404.03328,3602.5,68.7,73.57,140,146,48.066,-2.146,0.494,-13.051,-17.267,5256.56,2056.616165,0.165,-0.835,4758.76,5006244.9,0.04,-0.67
1609,F2,12,ei,2,f,1,1,0,211.4917708,474.217055,2010.661341,2678.737685,3680.692833,4769.291242,9086.9,57.14,77.16,188,171,27.245,-14.467,10.242,-12.855,-10.273,7331.605,1922.52892,-0.955,1.385,2316.57,2116972.5,1.34,4.86
1610,F2,12,ei,2,f,1,2,0,185.8788569,454.850221,1948.069044,2630.359385,3737.391849,4871.01078,5924.8,56.99,74.24,150,183,27.164,-9.298,7.991,-19.994,-17.537,6365.955,2203.359322,-0.355,-0.68,2167.52,2711095.2,1.74,5.26
1611,F2,12,ei,2,f,1,3,0,188.4847654,458.48419,1956.631034,2662.227665,3775.821594,4703.832753,9247,57.84,74.13,154,172,27.489,-5.867,5.721,-15.639,-16.869,6330.825,2245.413659,-0.125,-0.355,2664.28,4852948.8,1.28,1.46
1612,F2,12,ei,2,v,2,1,0,186.473665,403.233216,1986.739185,2733.005172,3849.16745,4634.146341,8580,69.1,77.77,41,164,44.177,-18.171,3.389,-27.867,-9.307,4449.485,3637.057671,0.09,-1.55,2752.48,6983731.5,1.17,0.58
1613,F2,12,ei,2,v,2,2,0,180.7539579,465.344686,2102.991171,2808.320192,3756.097561,4843.205575,8459,58.97,76.12,41,182,30.297,-7.715,6.721,-11.224,-17.372,6396.09,2177.896072,-0.14,-0.72,3885.23,6375203,0.5,-0.47
1614,F2,12,ei,2,v,2,3,0,183.7754362,480.571465,2173.45801,2863.80359,3700.348432,4689.89547,8032.8,58.8,76.15,63,174,32.451,-12.288,5.778,-21.464,-15.272,6736.47,2376.69549,-0.58,-0.255,2479.7,4140392,1.56,2.78
1615,F2,12,ei,2,th,3,1,0,213.30758,449.017887,1872.137645,2751.238456,3892.500206,5119.752342,9389,56.49,78.18,176,170,29.237,-9.627,3.62,-14.37,-15.637,7513.77,1936.003035,-0.97,1.62,3312.5,7924263.2,0.61,-0.88
1616,F2,12,ei,2,th,3,2,0,196.6754329,458.228412,1748.453909,2779.640316,3904.892624,5245.178798,8505,56.87,75.07,165,184,30.837,-14.54,0.667,-28.275,-12.716,7315.69,2184.835337,-1.12,1.195,1928.28,5034336.9,1.84,3.28
1617,F2,12,ei,2,th,3,3,0,181.1273679,434.250849,1806.162697,2812.379234,3856.997588,5092.02774,6815.5,56.27,73.95,166,181,28.636,-18.292,0.339,-21.398,-19.279,6664.895,2288.810149,-0.695,0.18,1863.67,4123939.7,1.73,3.07
1618,F2,12,ei,2,dh,4,1,0,195.2257778,238.0566,1775.775796,2804.763676,3825.783972,4926.829268,8677,64.35,76.48,134,184,44.03,-26.523,-14.085,-28.578,-23.206,6221.1,3231.535394,-0.645,-1.02,1823.54,4097954.5,2.03,4.64
1619,F2,12,ei,2,dh,4,2,0,177.5496888,314.779013,1705.236462,2710.242117,3937.148446,5223.595349,5151.7,67.64,74.92,138,194,47.97,-23.331,-14.095,-30.328,-21.31,1294.42,2508.746739,2.2,3.545,1864.78,6092826,1.65,1.97
1620,F2,12,ei,2,dh,4,3,0,186.7123667,491.408162,1753.23649,2766.550523,3912.302663,5176.961321,6991,57.48,75.75,172,204,33.981,-9.447,-5.891,-22.422,-13.683,4662.14,2950.609835,0.09,-0.415,1716.57,3684901.9,2.09,4.31
1621,F2,12,ei,2,s,5,1,0,193.2893497,468.027701,1829.651735,2689.982811,4020.905923,5344.947735,8602,60.07,75.27,148,142,29.567,-12.141,1.505,-13.332,-21.96,8465.775,996.4687602,-0.885,3.525,4033.29,11267972,0.28,-1.52
1622,F2,12,ei,2,s,5,2,0,176.7236457,525.860721,1868.852998,2636.850705,3895.470383,4830.521509,9635.6,60.33,76.16,180,150,34.297,-15.235,5.549,-20.43,-20.121,8593.895,998.9536,-1.185,4.865,2185.07,5405329.6,1.7,2.08
1623,F2,12,ei,2,s,5,3,0,165.1598634,462.615935,1903.163396,2715.482212,3951.41586,5189.863929,8697,60.4,72.94,162,164,32.152,-19.441,-1.246,-15.793,-15.918,8522.32,1091.387083,-0.935,3.96,2932.53,9602837.5,0.91,-0.71
1624,F2,12,ei,2,z,6,1,0,186.1207559,419.751438,1858.346196,2676.805618,3935.364422,4717.770035,8507,68.14,77.11,102,173,46.332,-26.352,-5.496,-17.855,-6.789,8684.15,1084.179667,-2.14,15.27,4183.87,11790348,0.12,-1.65
1625,F2,12,ei,2,z,6,2,0,179.6863358,499.344645,1979.355473,2902.473693,4262.57927,5470.383275,8660.6,60.18,77.02,119,165,35.596,-15.164,0.907,-17.403,-24.052,8566.61,1107.854323,-1.755,9.625,2816.9,8209315.1,1.19,0.18
1626,F2,12,ei,2,z,6,3,0,170.9022782,416.851505,1906.983108,2711.549034,3811.25523,4578.397213,8626.7,65.23,75.17,93,180,43.236,-19.767,-1.922,-17.636,-11.782,8687.46,1542.36672,-2.615,11.315,4925.17,11417886,-0.12,-1.51
1627,F2,12,ei,2,sh,7,1,0,213.0451157,441.898696,2188.878202,3049.197757,3742.160279,4592.334495,4132.3,69.03,77.85,184,152,32.193,4.1,1.789,-7.033,-1.003,5425.95,1774.944915,0.655,-0.635,3773.96,4808955.6,0.26,-0.26
1628,F2,12,ei,2,sh,7,2,0,189.7479191,415.184401,2074.278138,3026.704294,3602.787456,4383.275261,6900.5,65.04,73.05,169,154,33.288,-1.237,0.932,-9.264,-15.298,6567.42,1751.064862,-0.37,-0.47,4824.97,5154582.6,-0.03,-0.87
1629,F2,12,ei,2,sh,7,3,0,188.5767145,402.950472,2080.372005,3015.938021,3700.348432,4522.648084,3718,65.84,73.58,161,173,32.158,-2.204,-4.573,-8.764,-8.953,5532.645,1944.233435,0.26,-1.32,5143.31,5414756.4,-0.27,-0.61
1630,F2,12,ei,2,zh,8,1,0,193.666241,395.013579,2094.468868,3118.413754,3867.595819,4606.271777,3720.1,69.93,75.61,112,164,48.925,-4.958,-5.058,-4.511,-14.345,4282.815,1953.87309,0.75,1.375,4405.6,4146588.2,-0.06,0.03
1631,F2,12,ei,2,zh,8,2,0,191.3585701,399.082079,2192.485869,3041.380897,3756.097561,4759.581882,3822.5,68.93,76.75,123,162,47.07,-5.761,-3.95,-0.952,-7.345,5157.995,1808.073339,0.595,0.335,5112.64,4113488.1,-0.3,-0.07
1632,F2,12,ei,2,zh,8,3,0,184.7374192,451.277709,2186.48139,2995.913982,3742.160279,4773.519164,3740.4,67.31,75.13,99,175,45.079,-3.234,-2.34,-11.562,-5.908,5619.305,2156.954137,0.085,-0.96,4028.63,3862513.2,0.4,0.44
1633,F2,12,eh,3,f,1,1,0,183.8260422,728.922694,1623.69338,2571.428571,3658.536585,5048.981181,9080,56.55,77.64,176,173,27.049,-16.081,-5.229,-21.635,-25.727,6254.66,2298.345612,-0.34,-0.47,1098.8,1039450.5,5.1,33.23
1634,F2,12,eh,3,f,1,2,0,179.9554746,687.680949,1609.756098,2488.214309,3630.292405,5032.220451,6785,56.62,77.2,169,172,28.211,-10.592,0.779,-21.469,-24.175,6121.8,2472.539686,-0.16,-0.9,1240.42,1565923.7,3.62,17.42
1635,F2,12,eh,3,f,1,3,0,179.50689,712.28922,1574.989349,2416.845384,3520.094498,4931.228607,7060.8,57.08,78.21,162,182,28.896,-12.956,6.465,-13.138,-22.405,7077.175,1876.215593,-0.495,0.235,1786.28,3673907.6,2.44,5.41
1636,F2,12,eh,3,v,2,1,0,177.7549222,525.711483,1602.35018,2680.059389,3588.850174,4662.020906,4913,64.38,77.95,39,198,38.737,-10.968,-6.01,-13.005,-24.252,4665.63,2426.831535,0.275,-0.285,3753.45,7731605.9,0.39,-1.03
1637,F2,12,eh,3,v,2,2,0,177.1596477,541.01527,1576.791862,2574.669285,3734.293391,4981.642475,2739,64.13,77.46,36,187,38.124,-10.297,-7.267,-17.145,-26.431,4770.13,2542.148294,0.1,-0.65,2586,6391834.5,1.23,0.53
1638,F2,12,eh,3,v,2,3,0,180.9163894,589.180691,1591.441417,2572.399223,3730.056067,5007.649241,4921,63.49,78.17,44,180,38.333,-11.634,1.969,-17.834,-28.479,5421.045,2486.254442,-0.24,-0.435,2613.64,5701906.2,1.16,0.3
1639,F2,12,eh,3,th,3,1,0,193.5927228,540.107642,1468.527899,2790.959702,3977.213117,5289.827345,8479.6,56.65,77.58,153,177,30.147,-20.5,1.29,-28.475,-11.903,7430.34,2085.269911,-1.275,1.815,1788.31,4910928.3,2.04,3.66
1640,F2,12,eh,3,th,3,2,0,187.3838296,588.748185,1565.550218,2708.551753,3867.280345,5093.956014,7570,55.95,76.98,152,176,24.862,-13.485,-4.607,-19.81,-17.18,7157.11,2377.328164,-1.13,0.98,1651.63,3469734,2.4,5.89
1641,F2,12,eh,3,th,3,3,0,185.6782256,571.230244,1620.270732,2668.443976,3909.710006,5183.71783,9509,56.02,77.13,148,181,27.037,-19.378,-1.28,-30.162,-20.206,6994.67,2560.004346,-0.93,0.36,1322.53,1847988.2,2.92,11.72
1642,F2,12,eh,3,dh,4,1,0,172.4778265,545.984379,1623.751439,2662.285877,3848.315913,5140.409849,8578,67.47,78.15,42,180,42.401,-14.987,-2.747,-26.434,-19.734,4002.115,3349.521757,0.21,-1.495,1398.95,2390014.2,2.73,9.15
1643,F2,12,eh,3,dh,4,2,0,180.1234005,373.172588,1768.307719,2804.737527,3983.622476,5254.646205,6585,65.44,76.77,25,188,38.046,-21.74,-6.287,-32.741,-18.762,4846.765,3346.501606,-0.095,-1.375,4164.77,9997325,0.32,-1.21
1644,F2,12,eh,3,dh,4,3,0,176.9172661,414.685977,1621.825568,2616.998399,3803.629124,5194.601372,2761,68.08,78.25,29,186,41.671,-20.293,-8.469,-34.445,-20.286,1621.485,2542.015323,1.86,2.325,1426,3601820.7,2.35,5.71
1645,F2,12,eh,3,s,5,1,0,193.3825998,639.860151,1556.528103,2593.442677,3960.813073,5034.161582,9501.4,60.53,79.6,167,148,34.959,-10.741,-1.893,-19.941,-17.371,8871.35,1071.253742,-0.81,2.195,2176.45,6928478.5,1.63,1.19
1646,F2,12,eh,3,s,5,2,0,175.1014293,648.771901,1612.117043,2699.351402,3820.389063,5130.123251,9460.6,60.67,77.73,165,158,34.733,-12.115,-2.773,-13.24,-15.227,8635.945,958.1217355,-1.01,5.175,1672.4,4162770.2,2.47,5.81
1647,F2,12,eh,3,s,5,3,0,146.277764,604.114427,1535.23525,2727.638509,4018.066446,5188.854232,8676.9,60.23,75.07,163,163,32.807,-16.506,-0.031,-14.539,-13.854,8499.015,959.951293,-0.615,3.44,2234.44,6789663.1,1.6,1.38
1648,F2,12,eh,3,z,6,1,0,170.9302501,497.903127,1611.487111,2759.841929,3888.961331,5052.264808,8970,67.24,77.26,83,190,42.618,-20.6,-5.711,-10.313,-31.157,8756.08,729.0330205,-1.67,16.385,4012.75,11375192,0.35,-1.33
1649,F2,12,eh,3,z,6,2,0,171.2708213,493.583232,1587.900312,2736.630081,4036.562736,5010.452962,8547.7,65.72,76.63,80,180,42.03,-20.857,-7.875,-8.377,-24.207,8449.11,964.0172146,-2.32,21.855,4869,13268416,-0.08,-1.64
1650,F2,12,eh,3,z,6,3,0,173.9558825,553.719581,1541.513435,2772.569092,4085.256684,5280.47396,9268,63.25,79.42,81,172,38.791,-19.334,-1.153,-16.459,-21.129,8837.485,1045.459982,-1.78,11.165,5080.94,11919620,-0.12,-1.55
1651,F2,12,eh,3,sh,7,1,0,190.1236786,498.313603,1793.180664,2998.873708,3862.59872,4564.45993,6975.2,65.37,76.75,149,175,29.621,1.048,-0.899,-6.737,-12.061,5873.825,1922.183784,0.045,-1.08,3670.6,5007497.2,0.52,-0.16
1652,F2,12,eh,3,sh,7,2,0,191.3408967,523.001691,2035.837475,2850.174216,3686.41115,4522.648084,3795.8,67.29,76.74,180,169,34.581,-2.958,-3.026,-7.654,-12.202,5463.51,1978.111511,0.385,-1.11,4273.23,6288285.6,0.21,-0.82
1653,F2,12,eh,3,sh,7,3,0,197.4729176,488.07587,1723.013419,2993.559744,3880.606288,4801.393728,6821.6,64,78.58,152,159,31.469,-3.411,0.874,-2.912,-16.909,6270.43,1970.52238,-0.25,-0.92,5015.62,6658671.8,-0.14,-0.98
1654,F2,12,eh,3,zh,8,1,0,188.2190467,443.741017,1944.400764,2780.487805,3700.348432,4703.832753,4299.5,67.41,77.75,93,171,44.666,-6.737,-8.384,-5.872,-7.627,5411.105,1960.19962,0.355,-0.35,4827.18,3326868.2,0.47,0.11
1655,F2,12,eh,3,zh,8,2,0,178.0609207,398.898719,2065.864373,3036.882222,3770.034843,4480.836237,3570,68.76,76.54,98,182,46.88,-1.309,0.602,3.998,-4.457,4869.135,1997.711516,0.485,-0.44,5014.78,4899472.4,0.01,-0.89
1656,F2,12,eh,3,zh,8,3,0,179.8306678,408.334983,1990.953716,3004.383828,3821.5203,4508.710801,3538.2,68.18,76.45,60,197,44.59,-0.693,0.768,-11.352,-9.469,4920.825,2102.940893,0.27,-0.29,3715.49,3867632.4,0.76,0.78
1657,F2,12,a,4,f,1,1,0,183.6548214,679.894531,1193.785269,2583.333943,3680.3814,5012.482164,4991,57.18,79.51,159,181,29.066,-17.453,-7.475,-23.793,-19.27,5954.75,2445.867464,-0.15,-1.04,1120.94,1679156.8,4.25,19.66
1658,F2,12,a,4,f,1,2,1,179.0070557,691.942242,1184.860729,2491.854914,3705.938852,4971.831412,8440,56.47,77.19,168,179,28.069,-15.865,-4.939,-24.812,-23.582,6197.895,2567.700333,-0.41,-0.975,1001.93,963957.72,5.76,37.78
1659,F2,12,a,4,f,1,3,0,180.2142273,662.631602,1205.850762,2548.590337,3711.315662,4822.641509,8598,56.61,77.45,171,180,26.406,-13.794,-10.228,-25.591,-23.549,6040.745,2149.106989,-0.13,-0.585,1034.1,1228889.1,4.87,27.63
1660,F2,12,a,4,v,2,1,0,176.5335233,606.103786,1232.716208,2581.786767,3798.750416,4915.453314,5149.8,64.58,79.56,62,180,40.945,-14.931,-2.551,-24.686,-17.299,6593.735,2368.104432,-0.42,-0.16,3387.16,10330427,0.68,-1.05
1661,F2,12,a,4,v,2,2,1,180.0366695,601.648225,1232.005466,2572.59413,3731.559347,4890.39318,2498.7,64.39,78.64,44,172,39.312,-19.173,-8.388,-22.796,-21.567,5315.42,2850.263321,-0.05,-1.095,1936.97,5528690.2,1.78,2.22
1662,F2,12,a,4,v,2,3,0,180.5802327,600.301591,1271.607166,2559.855593,3714.816541,4581.132075,6214.8,60.26,78.36,60,186,34.952,-16.625,-4.943,-25.504,-23.734,6232.445,2307.919593,-0.41,-0.245,3172.26,10665219,0.9,-0.8
1663,F2,12,a,4,th,3,1,0,191.9084008,591.101994,1389.469413,2809.637706,3992.976141,5202.389408,8617.6,56.09,77.89,143,186,27.579,-22.125,-4.765,-26.124,-11.815,7379.855,2227.339265,-1.05,1.195,1544.74,3234934.5,2.15,4.73
1664,F2,12,a,4,th,3,2,1,193.0417941,578.67133,1410.644881,2764.930507,3910.803172,5175.290539,9396.5,56.61,78.65,153,175,29.972,-15.005,-3.751,-24.299,-12.382,7171.42,2226.543206,-1.08,1.08,2325.8,7884563.9,1.44,0.57
1665,F2,12,a,4,th,3,3,0,192.6542442,607.582216,1349.516795,2826.382593,3968.681286,5184.586725,9339.8,57.24,77.94,155,173,32.05,-18.832,-2.449,-22.206,-8.586,7200.25,2100.747772,-1.11,1.065,1853.22,4319026.2,1.79,2.88
1666,F2,12,a,4,dh,4,1,0,184.2586455,605.395927,1581.247575,2743.075934,3912.104682,5224.67431,8409,57.02,79.56,81,175,28.484,-22.398,-1.313,-21.392,-11.554,6604.975,2616.600906,-0.81,-0.135,1970.52,5190908.9,1.96,3.15
1667,F2,12,a,4,dh,4,2,1,181.478395,535.563878,1550.291738,2825.271515,3909.279403,5134.095313,2739,65.12,77.87,113,198,44.349,-13.646,-4.129,-20.602,-14.932,1900.11,2973.599309,1.795,2.6,3633.14,11267200,0.52,-1.28
1668,F2,12,a,4,dh,4,3,0,176.2411129,623.729955,1519.033325,2650.157246,3842.693846,5175.775639,5141,62.4,78.33,40,199,36.771,-23.78,-4.443,-28.073,-16.06,4411.39,3888.145766,0.04,-1.72,1411.85,3317505.3,2.55,6.7
1669,F2,12,a,4,s,5,1,0,169.1124401,661.857449,1452.468336,2913.085377,4073.970017,5143.979708,9411,60.77,75.98,176,177,28.402,-19.59,2.795,-14.483,-11.027,8279.265,1019.199787,-1.745,7.06,3032.79,9255162,0.9,-0.7
1670,F2,12,a,4,s,5,2,1,168.9194267,577.877745,1486.41743,2786.419868,4065.109391,5201.257752,8597,60.12,75.93,167,176,32.635,-11.675,-6.752,-14.418,-11.08,8685.565,1154.425485,-0.725,2.56,3713.07,11498703,0.48,-1.43
1671,F2,12,a,4,s,5,3,0,161.656863,630.290071,1563.530968,2703.056525,3958.134891,5225.028581,8623.8,59.99,75.52,175,159,35.244,-13.994,-5.143,-8.505,-13.817,8627.67,1125.255682,-0.925,3.45,4847.74,12318546,0,-1.56
1672,F2,12,a,4,z,6,1,0,173.4758738,545.573409,1514.965704,2626.856963,3983.047845,5221.718201,8605.5,65.48,79.39,110,175,44,-24.369,-5.064,-10.118,-15.989,8568.45,1602.226763,-2.73,11.985,4402,12617420,0.15,-1.57
1673,F2,12,a,4,z,6,2,1,174.729755,666.502625,1585.843571,2739.622642,3916.981132,5025.003575,8525,61.96,79.51,93,197,35.503,-9.276,-5.393,-21.548,-18.628,8432.7,1183.152963,-1.495,8.285,5941.19,10384807,-0.73,-1.02
1674,F2,12,a,4,z,6,3,0,173.882482,512.086616,1553.453776,2654.654646,3917.979827,5201.018365,6671.2,65.55,78.88,118,192,44.617,-20.311,-6.086,-11.069,-21.11,8132.41,1822.603975,-1.53,4.695,6485.78,7104923.7,-1.26,0.63
1675,F2,12,a,4,sh,7,1,0,194.9516014,559.126776,1605.895737,3050.780936,3941.59599,4732.075472,4181,64.44,78.92,152,158,33.018,1.779,-3.96,-3.95,-9.299,4918.78,1715.985082,1.13,0.405,4215.06,4622766.6,0.19,-0.26
1676,F2,12,a,4,sh,7,2,1,192.5200825,500.936297,1746.867771,3051.773673,4011.231861,4977.292528,3734,66.09,77.97,164,160,,-6.894,-1.141,-11.698,-9.432,4940.125,1916.804998,0.705,-0.76,3810.21,6734555.2,0.28,-0.92
1677,F2,12,a,4,sh,7,3,0,199.7349244,488.588656,1788.325096,2894.614157,3854.567896,4641.509434,3538,64.63,78.93,169,160,30.911,-2.917,5.772,-8.275,-22.318,5107.84,2025.30668,0.53,-1.025,3609.77,4096693.7,0.59,0.3
1678,F2,12,a,4,zh,8,1,0,180.9484105,481.921748,1791.218934,2960.90804,3811.004451,4400,3661.4,67.72,79.25,92,181,45.518,-10.114,-2.359,-6.245,-10.309,5325.24,2203.412376,0.28,-0.49,4784.3,4884686.5,0.14,-0.34
1679,F2,12,a,4,zh,8,2,1,182.3893627,427.473492,1886.294147,2957.126938,3584.90566,4490.566038,3714.9,66.97,78.38,118,180,45.759,-5.112,-1.26,-8.383,-12.279,5316.09,1987.896979,0.42,-0.64,3509.79,3926167.7,0.69,0.77
1680,F2,12,a,4,zh,8,3,0,186.8081622,416.762451,1971.941541,3018.014373,3690.566038,4369.811321,3865.5,70,78.55,91,178,48.099,2.625,-3.631,-3.267,-9.811,5601.315,2109.884476,0.185,-0.805,3774.13,3514331.6,0.6,1.39
1681,F2,12,o,5,f,1,1,0,187.2373735,524.444119,1231.695922,2657.513973,3876.994813,4686.792453,8465,56.55,76.24,171,177,28.555,-15.479,-12.835,-25.472,-22.652,5976.455,2487.425878,-0.235,-1.08,1776.92,6684837.2,2.27,3.99
1682,F2,12,o,5,f,1,2,0,190.0563151,570.198511,1245.226545,2716.209982,3821.095207,4566.037736,6997,56.58,78.71,203,160,27.756,-13.938,-7.314,-20.563,-15.732,5977.945,2273.407597,-0.12,-0.68,1620.32,4835122.5,2.71,6.63
1683,F2,12,o,5,f,1,3,0,196.1721567,476.571642,1233.88609,2715.561341,3796.226415,4581.132075,8522,57.16,77,182,145,30.366,-14.669,-8.96,-28.174,-19.312,6087.1,2267.951631,-0.235,-0.79,3279.32,9792221.3,0.72,-0.95
1684,F2,12,o,5,v,2,1,0,179.6136148,505.896457,1218.992678,2658.844437,3766.037736,4716.981132,6897,67.44,78.76,40,154,42.222,-19.348,-6.225,-23.791,-18.763,5536.91,2971.260339,-0.315,-0.885,1762.71,5420537.1,2.21,4.14
1685,F2,12,o,5,v,2,2,0,188.6022898,506.123325,1308.198631,2683.882991,3841.105841,4656.603774,8143.9,62.7,78.12,53,172,38.036,-12.092,-5.272,-22.05,-20.796,7325.07,1778.168566,-1.885,4.105,2465.74,7982186.8,1.35,0.46
1686,F2,12,o,5,v,2,3,0,183.1952931,477.589959,1189.509898,2664.911574,4012.960417,4992.736744,7700.5,59.27,75.46,55,145,33.262,-19.824,-10.334,-21.989,-18.707,5955.735,2499.746137,-0.515,-0.4,2260.86,7948671.2,1.47,0.77
1687,F2,12,o,5,th,3,1,0,196.3329605,536.211571,1509.921506,2747.126544,3986.049229,5161.357066,7692,56.64,75.77,126,166,27.555,-15.345,-3.778,-23.963,-10.822,7280.725,2124.500141,-1.25,2.135,1853.58,5786732.2,1.97,3.01
1688,F2,12,o,5,th,3,2,0,197.1365403,539.203008,1491.520779,2668.146979,3999.83373,4996.770611,9399,56.48,77.12,183,169,29.12,-13.535,-0.434,-27.043,-10.806,7374.22,2093.763836,-1.105,1.475,2516.93,7082400.1,1.1,-0.01
1689,F2,12,o,5,th,3,3,0,193.8595074,490.760775,1516.934691,2737.096641,3922.278086,5091.146509,9584,56.18,76.41,164,169,26.771,-18.724,-2.086,-28.566,-14.294,6990.235,2219.527743,-1.02,1.63,1872.72,5377336.6,1.93,2.87
1690,F2,12,o,5,dh,4,1,0,192.561007,388.256354,1583.826525,2765.39731,3929.608488,5256.91591,7682,58.43,78.38,76,198,32.903,-29.965,-11.161,-32.669,-22.614,6221.635,2865.537053,-0.97,0.795,3658.61,11650450,0.52,-1.37
1691,F2,12,o,5,dh,4,2,0,178.3180362,494.40097,1501.39796,2693.676042,3886.990837,5171.446658,2768,64.06,76.79,75,175,41.355,-22.909,-7.368,-38.88,-20.355,3237.82,3846.152558,0.62,-1.37,1800.27,5457847.1,1.88,2.41
1692,F2,12,o,5,dh,4,3,0,179.4066561,481.070029,1540.977544,2680.462073,3884.88148,5102.107546,2746.7,66.44,76.76,43,184,41.65,-17.144,-2.866,-27.473,-19.456,2520.69,3317.976492,0.95,-0.79,2891.66,10805133,0.93,-0.71
1693,F2,12,o,5,s,5,1,0,167.359521,573.528954,1527.379919,2765.159598,4058.607905,5174.79532,8574.1,61.46,75.02,223,158,31.156,-12.957,-4.062,-21.738,-11.699,5867.05,1840.090621,0.525,1.205,1926.19,5048286.6,1.79,2.49
1694,F2,12,o,5,s,5,2,0,180.5947582,577.762558,1555.820369,2680.755486,3938.619069,5114.314959,8705.3,61.21,79.39,156,161,23.624,-13.666,4.902,-18.165,-10.675,8854.01,1096.400999,-0.83,1.635,2876.91,8351035.4,1.09,-0.12
1695,F2,12,o,5,s,5,3,0,177.5414948,511.729391,1632.072068,2733.696728,4097.685154,5264.094926,10303,61.26,74.87,185,168,34.953,-15.968,0.486,-19.427,-12.896,8520.165,974.5345427,-0.8,4.04,6432.38,8544196.4,-0.96,-0.27
1696,F2,12,o,5,z,6,1,0,175.1945022,439.058294,1560.228061,2748.412341,4015.084935,4883.018868,8593.8,66.62,76.92,102,151,44.892,-19.314,-6.448,-15.054,-20.868,8342.425,1191.875266,-2.04,12.49,5836.31,11617190,-0.54,-1.09
1697,F2,12,o,5,z,6,2,0,181.6583051,448.192896,1548.655437,2795.830221,4017.396121,4641.509434,8735,66.65,77.82,113,148,45.197,-15.271,-4.346,-14.978,-17.637,8743.695,1272.096498,-1.935,10.815,7453,5023023.6,-1.43,2.34
1698,F2,12,o,5,z,6,3,0,190.8668379,447.326811,1519.612217,2688.329591,3991.767223,5112.029151,9291.5,66.68,79.75,96,151,43.894,-6.097,-3.342,-19.242,-12.16,8973.81,1277.702665,-1.375,6.155,4057.05,12421187,0.27,-1.57
1699,F2,12,o,5,sh,7,1,0,190.1671976,428.024746,1889.441131,2828.238511,3524.528302,4384.90566,3794.8,64.12,75.13,212,139,32.666,1.281,-5.094,-10.335,-10.084,5742.34,2059.320106,0.195,-1.32,3835.23,5960484.8,0.55,-0.49
1700,F2,12,o,5,sh,7,2,0,189.3132705,462.018594,1734.712403,2860.818959,3566.731141,4402.321083,2907,63.18,75.12,172,142,32.643,0.639,-2.608,-12.066,-13.127,5757.86,2196.605836,-0.06,-1.4,4122,7370028.7,0.28,-1.12
1701,F2,12,o,5,sh,7,3,0,186.9407097,460.162461,1783.660616,2817.756074,3600,4430.188679,3558,63.9,75.16,183,140,33.189,-1.221,-1.227,-7.12,-10.707,5895.35,2167.919002,-0.02,-1.26,3417.36,5344586,0.74,0
1702,F2,12,o,5,zh,8,1,0,187.7809355,412.229154,1841.087406,2960.48339,3839.583513,4686.792453,3713.3,68.78,77.69,95,165,46.953,-5.357,-4.247,-5.774,-14.421,5003.895,1810.071642,0.405,0.16,4338.59,3636053.7,0.3,0.48
1703,F2,12,o,5,zh,8,2,0,185.4390527,424.375497,1897.992584,2931.246621,3854.50315,4566.037736,3682,66.35,75.85,101,177,44.125,-1.672,-1.048,-1.566,-10.425,4995.315,2234.974832,0.28,-0.45,4421.96,4043998.5,0.65,0.47
1704,F2,12,o,5,zh,8,3,0,187.8884921,423.264881,1912.993777,2875.220854,3751.671269,4844.769855,3606,67.48,77.64,90,170,45.057,0.545,1.275,-8.072,-12.548,5761.485,2235.785399,-0.12,-1.08,3930.44,5074180.5,0.52,-0.23
1705,F2,12,u,6,f,1,1,0,202.6592675,358.076623,1377.439025,2660.504088,3960.520948,5112.600768,6623.5,57.7,77.3,198,154,29.999,-12.458,-9.37,-20.095,-26.749,5247.13,2220.024426,0.385,-0.445,2894.21,10214735,0.84,-0.78
1706,F2,12,u,6,f,1,2,1,189.3840317,384.460849,1491.401581,2640.9498,3963.658173,4923.00683,9405.6,56.55,77.49,252,138,28.146,-9.523,-12.149,-18.223,-22.831,6481.005,2306.186831,-0.385,-0.06,2362.28,5912013.5,1.33,0.77
1707,F2,12,u,6,f,1,3,0,211.4908868,417.854105,1660.098733,2633.316934,3787.955641,5055.749883,6002.9,56.91,79.2,185,127,29.666,-14.866,-1.917,-26.954,-21.789,5552.96,2436.647595,0.125,-0.82,1516.33,4003679.2,2.42,6.11
1708,F2,12,u,6,v,2,1,0,187.7140123,364.576033,1573.901627,2665.717949,3853.890253,5165.367419,8417.6,70.2,79.19,100,143,49.239,-13.178,-7.647,-18.462,-29.095,3014.44,3136.717169,0.835,-0.29,2437.04,9295558.9,1.13,-0.21
1709,F2,12,u,6,v,2,2,1,183.6259159,381.972297,1456.192051,2624.505492,3735.849057,4777.358491,5966,60.46,79.75,51,151,34.579,-13.731,-8.164,-28.796,-20.66,5178.25,2214.931997,0.16,-0.44,2931.18,11088740,0.87,-0.83
1710,F2,12,u,6,v,2,3,0,192.4873058,380.554344,1412.865687,2671.910552,3871.794168,5067.688205,7647,58.6,79.48,77,151,32.942,-19.103,-7.863,-20.622,-29.149,6018.305,2516.359404,-0.435,-0.75,3124.12,9736926.1,0.62,-1.06
